country,Albania,Andorra,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Italy,Kazakhstan,Kosovo,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
26.05.2020,3.125,0.0,4.597701149425287,0.31201248049922,1.9607843137254901,1.9607843137254901,0.23625429553264604,2.054794520547945,0.0,1.0,0.0,0.0,0.0,0.0,1.2987012987012987,0.2565003513703443,0.0,0.7582139848357203,0.5813953488372093,1.6293279022403258,0.0,0.5603985056039851,0.2372479240806643,5.714285714285714,0.0,0.0,0.0,3.1746031746031744,0.0,0.0,2.2988505747126435,0.0,0.0,0.4445204308428792,2.6548672566371683,0.0,1.6881827209533267,0.9022556390977444,0.9128630705394192,4.789430222956235,0.0,0.0,0.0,0.9345794392523363,1.0546321830513528,0.8803611738148984,0.10454783063251437,0.6408789196612497,3.3707865168539324,0.3624491602799989
27.05.2020,0.0,0.0,7.6923076923076925,0.3110419906687403,3.8461538461538463,2.8846153846153846,0.32140561388472255,1.342281879194631,2.307692307692308,0.0,0.0,0.0,0.3552397868561279,1.5384615384615385,0.3205128205128205,0.231311113447587,0.0,0.6688963210702341,0.0,1.2024048096192386,0.0,0.9907120743034057,0.35502958579881655,0.0,0.0,4.545454545454546,0.0,1.5384615384615385,0.0,10,2.6217228464419478,0.0,0.0,0.2553191489361702,2.586206896551724,0.0,0.390625,1.0432190760059614,0.9046052631578948,4.229051746782243,0.0,0.41841004184100417,0.0,0.0,0.0,0.8950548221078541,0.10443864229765012,0.7732544916988856,2.1739130434782608,1.1633677013839114
28.05.2020,0.0,0.0,10,3.565891472868217,3.7037037037037033,2.336448598130841,0.25630072618539085,1.3245033112582782,0.7518796992481203,0.9900990099009901,0.0,0.6309148264984227,0.5309734513274336,0.0,0.0,0.2307772999055911,0.0,0.4983388704318937,1.1560693641618496,0.7920792079207921,0.0,0.4904966278356836,0.21165940977261732,0.0,0.0,4.3478260869565215,0.0,3.0303030303030303,0.0,0.0,2.9197080291970803,0.0,0.0,0.5432937181663837,1.680672268907563,0.425531914893617,0.9727626459143969,0.9587020648967551,0.6519967400162999,4.385080645161291,0.0,0.4166666666666667,0.0,0.0,0.00737544713648265,0.8871146595697494,0.10432968179447052,0.6770480704129994,1.6717325227963524,0.934706780030521
29.05.2020,0.0,0.0,6.1946902654867255,0.0,3.571428571428571,2.28310502283105,0.44737963357477634,0.0,1.4925373134328357,0.9803921568627451,0.0,0.0,0.0,1.5151515151515151,0.3194888178913738,0.18140589569160998,0.0,0.4014167650531287,0.0,1.5717092337917484,0.0,0.36607687614399026,0.26250678896868024,0.0,0.0,0.0,0.0,0.0,0.0,10,2.127659574468085,0.0,0.0,0.4728132387706856,4.132231404958678,0.0,1.2524084778420037,1.0226442658875092,1.0526315789473684,5.6011588604538876,0.0,0.4149377593360996,0.0,0.0,0.007374903204395442,0.8573312816003518,0.0,0.6276619592019727,1.4947683109118086,0.7397607926779881
30.05.2020,0.0,0.0,5.833333333333333,0.0,5.172413793103448,2.232142857142857,0.24390243902439024,0.0,2.2058823529411766,0.0,0.0,0.0,0.528169014084507,0.0,0.6369426751592357,0.19848870007312744,0.0,0.30573847601128884,0.0,1.3539651837524178,0.0,0.364741641337386,0.33404556261097235,2.7027027027027026,0.0,0.0,0.0,2.941176470588235,0.0,0.0,1.0416666666666665,0.0,0.0,0.33613445378151263,3.968253968253968,0.0,0.9514747859181731,0.9399855386840202,0.8814102564102564,4.13808870598994,0.0,0.0,0.0,0.0,0.014748718705062499,0.9808195292066261,0.0,0.5791935843172199,2.503681885125184,0.4127247876075362
31.05.2020,0.0,0.0,3.149606299212598,0.0,3.278688524590164,2.6200873362445414,0.1481011319157939,0.0,0.7194244604316548,0.0,0.0,0.3134796238244514,0.5253940455341506,1.4925373134328357,1.2658227848101267,0.10773615069159657,0.0,0.11723329425556857,0.0,0.38167938931297707,0.0,0.06056935190793458,0.22495500899820034,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,1.3745704467353952,0.0,0.0,0.08375209380234507,1.5267175572519083,0.0,0.2827521206409048,1.002865329512894,0.5559968228752978,3.0296377607025247,0.0,0.4132231404958678,0.0,0.0,0.007373271889400922,0.8633714655730629,0.05211047420531526,0.5537098560354374,1.7241379310344827,0.16014092401313154
01.06.2020,0.0,0.0,6.106870229007633,0.0,7.936507936507936,2.127659574468085,0.20069715855075523,0.6535947712418301,0.0,0.0,0.0,0.3125,0.34843205574912894,0.0,-0.625,0.10762020482555112,0.0,0.1756440281030445,2.2857142857142856,0.19011406844106463,0.0,-0.12106537530266344,0.17956007780936706,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.389830508474576,0.0,0.0,0.10041841004184102,5.263157894736842,0.0,0.9398496240601504,0.9929078014184398,0.7898894154818324,3.32409972299169,0.0,0.411522633744856,0.0,0.9259259259259258,0.0,0.7917825807832228,0.0,0.5066079295154186,2.2598870056497176,0.2291683321341967
02.06.2020,0.0,0.0,10,0.14970059880239522,4.411764705882353,1.25,0.20029517183217374,1.948051948051948,2.857142857142857,0.0,0.0,0.6230529595015576,0.6944444444444444,0.0,0.628930817610063,0.3710639478429741,8.333333333333332,0.0935125657510228,0.0,0.9487666034155597,0.0,0.48484848484848486,0.16430171769977595,7.317073170731707,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.6557377049180327,0.0,0.0,0.08359806052499581,0.7142857142857143,0.423728813559322,1.675977653631285,0.8426966292134831,0.9404388714733543,3.753351206434316,0.0,0.4098360655737705,0.0,0.0,0.0,0.5520169851380042,0.0,0.48213894367740523,1.2430939226519337,0.6646638130433626
03.06.2020,0.0,0.0,7.59493670886076,0.14947683109118087,7.042253521126761,2.05761316872428,0.17885323513940032,0.0,1.3888888888888888,0.0,0.0,0.6191950464396285,0.0,1.4705882352941175,0.3125,0.27986041529903605,0.0,0.4554478570594418,0.0,0.37593984962406013,0.0,0.060313630880579006,0.21175067104085896,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.9771986970684038,0.0,0.0,0.1670564650851988,2.8368794326241136,0.0,2.1062271062271063,0.766016713091922,0.6211180124223602,3.5181872391174713,0.0,0.0,0.0,0.0,0.003686364139049655,0.950168918918919,0.052083333333333336,0.5234460196292258,1.227830832196453,0.670839605947759
04.06.2020,0.0,0.0,3.5294117647058822,0.0,2.631578947368421,2.0161290322580645,0.2730518798571729,1.2738853503184715,0.684931506849315,0.0,0.0,0.3076923076923077,0.3448275862068966,0.0,0.3115264797507788,0.1515986769570011,0.0,0.3836317135549872,0.5586592178770949,0.9363295880149813,0.0,0.3013863773357444,0.2618969673521621,8.333333333333332,0.0,4.166666666666666,0.0,0.0,0.0,0.0,1.6129032258064515,0.0,0.0,0.21681120747164775,1.3793103448275863,0.42194092827004215,0.17937219730941703,0.55286800276434,0.6944444444444444,3.225806451612903,0.0,0.40816326530612246,0.0,0.0,0.01843114125626659,0.794812800669316,0.0,0.4556302885658494,1.7520215633423182,0.34105517223286197
05.06.2020,0.0,0.0,3.977272727272727,0.2985074626865672,5.128205128205128,2.371541501976284,0.18852115626309174,0.0,8.16326530612245,0.0,0.0,0.3067484662576687,0.6872852233676976,0.0,0.0,0.15824962157699188,0.0,0.26635784597568035,0.0,0.5565862708719851,0.0,0.3605769230769231,0.2523078749740271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5396825396825395,0.0,0.0,0.24962556165751376,1.3605442176870748,0.0,1.7905102954341987,0.6872852233676976,0.8429118773946359,2.6785714285714284,0.0,0.40650406504065045,0.0,0.0,0.0036855489625179675,0.6432869890018675,0.0,0.38876889848812096,1.9867549668874174,0.6745627108008472
06.06.2020,3.0303030303030303,0.0,3.825136612021858,0.0,2.4390243902439024,1.5444015444015444,0.14635166213673428,0.0,0.628930817610063,0.9708737864077669,5.88235294117647,0.0,0.17064846416382254,0.0,0.0,0.10647798310091366,0.0,0.17325017325017325,0.0,0.5535055350553505,0.0,0.47904191616766467,0.21318173743116006,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,2.476780185758514,0.0,0.0,0.099601593625498,1.342281879194631,0.0,1.4072119613016711,0.614334470989761,0.4559270516717325,3.5688405797101446,0.0,0.4048582995951417,0.0,0.0,0.0036854131348124128,0.6804123711340206,0.0,0.4518072289156626,1.948051948051948,0.37138034021555644
