source,confirmed_total,recovered_total,deaths_total,confirmed_by_population,recovered_by_population,deaths_by_population,confirmed_total_grow_percent,recovered_total_grow_percent,deaths_total_grow_percent,confirmed_by_population_grow_percent,recovered_by_population_grow_percent,deaths_by_population_grow_percent
10.04.2020,13555,6064,319,153.0262046791812,68.45820030797158,3.6012806560427006,2.346215335906238,10,9.604181152837794,2.346215335906237,10,9.604181152837794
11.04.2020,13806,6604,337,155.859814223591,74.55441207682131,3.8044877150043575,2.2921563082778973,10,8.87965936920271,2.292156308277898,10,8.87965936920271
12.04.2020,13945,6987,350,157.4290242900171,78.87820672028323,3.9512483686988875,2.108582424376425,10,8.048251856451271,2.1085824243764253,10,8.04825185645127
13.04.2020,14041,7343,368,158.51279527114596,82.89719077530266,4.154455427660545,1.9153101981870866,10,7.6624975547305825,1.9153101981870873,10,7.662497554730584
14.04.2020,14226,7633,384,160.60131226602965,86.17108228079603,4.335083924515351,1.7062250318393928,9.589505101448237,6.790109073646449,1.7062250318393928,9.589505101448237,6.790109073646449
15.04.2020,14336,8098,393,161.84313318190644,91.42059797063884,4.43668745399618,1.474209395894864,8.814422370858296,5.3612620718827815,1.474209395894865,8.814422370858294,5.361262071882784
16.04.2020,14476,8986,410,163.423632529386,101.44547954608059,4.6286052319044115,1.2803629146157507,8.075982194127603,4.8279894557312115,1.28036291461575,8.0759821941276,4.827989455731212
17.04.2020,14595,9704,431,164.7670569747436,109.55118334244003,4.865680134026345,1.062336790037,6.970984501121082,4.397469169898813,1.0623367900369998,6.970984501121083,4.397469169898813
18.04.2020,14671,10214,443,165.62504233480396,115.30871667968697,5.0011515066674495,0.8721955103071499,6.449634718688091,3.989124814038656,0.8721955103071496,6.449634718688088,3.989124814038657
19.04.2020,14749,10501,452,166.50560625697113,118.54874034202005,5.102755036148277,0.8043172911931826,6.022542341878713,3.728272805927939,0.8043172911931833,6.022542341878712,3.7282728059279386
20.04.2020,14795,10631,470,167.0249131854287,120.01634687896535,5.305962095109935,0.7505268288312863,5.471513853115533,3.5624790547991685,0.7505268288312844,5.471513853115532,3.5624790547991694
21.04.2020,14873,10971,491,167.90547710759589,123.85470243712999,5.543036997231868,0.637617566434424,5.364207346550361,3.5796589147172333,0.6376175664344244,5.36420734655036,3.5796589147172315
22.04.2020,14925,11328,510,168.492519722374,127.88497577320287,5.757533337246951,0.5771025279148362,4.958787957844486,3.7976451672630587,0.5771025279148365,4.9587879578444864,3.797645167263057
23.04.2020,15002,11694,522,169.36179436348777,132.01685263875655,5.893004709888055,0.5112954418894713,3.85382533890949,3.515822514537846,0.511295441889473,3.8538253389094885,3.5158225145378457
24.04.2020,15071,11872,530,170.1407547561741,134.02634466626628,5.983318958315459,0.4595652111334652,2.9298169276941963,3.0030533474373082,0.45956521113346455,2.9298169276941963,3.0030533474373082
25.04.2020,15148,12103,536,171.01002939728787,136.63416858960755,6.051054644636011,0.4581636005906625,2.456986927894186,2.7670323094200353,0.4581636005906615,2.4569869278941883,2.7670323094200353
26.04.2020,15225,12282,542,171.8793040384016,138.65494989817068,6.118790330956564,0.45482886196640493,2.2668588347720133,2.6367180631730376,0.4548288619664043,2.266858834772014,2.636718063173041
27.04.2020,15274,12362,549,172.43247881001946,139.5580923824447,6.197815298330541,0.4562507946659696,2.1830563173305664,2.2523197817692373,0.4562507946659705,2.1830563173305655,2.252319781769237
28.04.2020,15357,12580,569,173.36948913745377,142.01915565209146,6.423600919399049,0.4585653604026931,1.9780955649489569,2.1344486593637586,0.4585653604026925,1.9780955649489584,2.13444865936376
29.04.2020,15402,12779,580,173.8775067848579,144.2657225817231,6.547783010986729,0.450479523410326,1.739215941086464,1.8578147166346548,0.45047952341032504,1.7392159410864636,1.8578147166346555
30.04.2020,15452,12907,584,174.4419708375292,145.71075055656158,6.59294013520043,0.42315384722484634,1.4207461007555793,1.620202430340827,0.42315384722484595,1.4207461007555822,1.6202024303408271
01.05.2020,15531,13110,589,175.3338240407498,148.00247461040692,6.649386540467556,0.43048556199427507,1.4279806505834445,1.5235734780198578,0.4304855619942766,1.4279806505834447,1.5235734780198553
02.05.2020,15558,13180,596,175.6386346291923,148.7927242841467,6.7284115078415345,0.3823328269016191,1.2262933416630715,1.5316276975614078,0.3823328269016207,1.2262933416630695,1.5316276975614076
03.05.2020,15597,13228,598,176.07891659027587,149.33460977471108,6.750990069948385,0.34552667892812383,1.067038485694613,1.419651623950555,0.3455266789281244,1.0670384856946105,1.4196516239505517
04.05.2020,15621,13316,600,176.34985933555808,150.32806650741253,6.773568632055237,0.32153191676753407,1.069023600722497,1.2829280875799787,0.3215319167675346,1.0690236007224976,1.2829280875799796
05.05.2020,15650,13462,606,176.6772484861074,151.97630154121265,6.841304318375789,0.27042340658738656,0.973731694804329,0.9053584805021747,0.27042340658738595,0.9737316948043285,0.9053584805021758
06.05.2020,15684,13639,608,177.06108404192386,153.97450428766896,6.863882880482639,0.2595986086629717,0.9355797047965708,0.6763323140140722,0.2595986086629718,0.9355797047965719,0.6763323140140706
07.05.2020,15752,13698,609,177.8287551535568,154.64057186982103,6.8751721615360655,0.2751599946760533,0.8542853780641613,0.6013063871278913,0.27515999467605307,0.8542853780641579,0.6013063871278926
08.05.2020,15774,13836,614,178.07711933673215,156.19849265519375,6.931618566803192,0.2220748698531845,0.7735220042919823,0.5962854841044241,0.22207486985318395,0.773522004291981,0.5962854841044274
09.05.2020,15833,13928,615,178.74318691888425,157.23710651210888,6.942907847856618,0.2506730645028637,0.792234648113535,0.4497728328219149,0.25067306450286114,0.792234648113535,0.4497728328219165
10.05.2020,15871,13991,618,179.17217959891443,157.9483312184747,6.976775691016894,0.24914880147325155,0.804825803170299,0.4715206054290753,0.24914880147325164,0.8048258031703021,0.471520605429079
11.05.2020,15882,14061,620,179.2963616905021,158.73858089221446,6.9993542531237445,0.23706780959928592,0.7812638198474541,0.46997438184823803,0.23706780959928495,0.7812638198474551,0.4699743818482379
12.05.2020,15961,14148,623,180.1882148937227,159.72074834386245,7.03322209628402,0.28160651465419906,0.7130220072558446,0.39624166295422875,0.2816065146541981,0.7130220072558433,0.39624166295422786
13.05.2020,15997,14304,624,180.59462901164602,161.48187618819685,7.044511377337445,0.2827918548565882,0.6827101905869538,0.3720246115769975,0.282791854856589,0.6827101905869537,0.3720246115769964
14.05.2020,16058,14405,626,181.28327515590496,162.6220935745928,7.067089939444297,0.27532880216589883,0.7217834995757023,0.3943159167630395,0.275328802165897,0.7217834995757048,0.3943159167630387
15.05.2020,16109,14471,628,181.85902848962965,163.3671861241189,7.089668501551147,0.3007479307696425,0.6433160570788515,0.32266888183361114,0.30074793076964174,0.6433160570788531,0.3226688818336094
16.05.2020,16201,14524,629,182.89764234654479,163.96551801995042,7.100957782604573,0.32890165913409536,0.6006471541605147,0.3221501988733837,0.3289016591340947,0.6006471541605155,0.3221501988733838
17.05.2020,16242,14563,629,183.36050286973526,164.405799981034,7.100957782604573,0.33076819418565684,0.574389271202533,0.25246378772355793,0.3307681941856576,0.5743892712025309,0.25246378772355726
18.05.2020,16269,14614,629,183.66531345817774,164.9815533147587,7.100957782604573,0.34461489176316457,0.5529436901761279,0.2062317026565214,0.3446148917631655,0.552943690176129,0.206231702656522
19.05.2020,16321,14678,632,184.25235607295585,165.70406730217792,7.134825625764849,0.31921600918661286,0.5271156274217815,0.20524264094639705,0.3192160091866144,0.5271156274217821,0.20524264094639766
20.05.2020,16353,14882,633,184.61361306666547,168.0070806370767,7.146114906818274,0.3150041006031943,0.5681450246356955,0.204916098723762,0.3150041006031946,0.568145024635694,0.20491609872376265
21.05.2020,16404,14951,633,185.18936640039016,168.78604102976306,7.146114906818274,0.3050823697437628,0.5335094764011099,0.15912855293621625,0.3050823697437637,0.5335094764011081,0.15912855293621453
22.05.2020,16436,15005,635,185.55062339409977,169.39566220664804,7.168693468925126,0.2875788936593179,0.5196531348491892,0.15862383126498186,0.2875788936593194,0.5196531348491885,0.1586238312649837
23.05.2020,16486,15037,639,186.11508744677104,169.75691920035763,7.213850593138826,0.24945045828303883,0.4977977784287599,0.22586462998679765,0.2494504582830404,0.4977977784287581,0.225864629986795
24.05.2020,16503,15063,640,186.30700522467927,170.0504405077467,7.225139874192252,0.22802860097156952,0.48413860146356386,0.24822099037132705,0.22802860097156866,0.4841386014635659,0.24822099037132642
25.05.2020,16539,15138,641,186.7134193426026,170.8971365867536,7.236429155245678,0.2354438110731703,0.5052394893148163,0.2705424189427556,0.23544381107317142,0.5052394893148139,0.27054241894275527
26.05.2020,16557,15182,643,186.91662640156426,171.39386495310433,7.259007717352528,0.20533058003967303,0.48419992396195344,0.2469802681896349,0.20533058003967433,0.4841999239619543,0.24698026818963426
27.05.2020,16591,15228,645,187.30046195738072,171.9131718815619,7.281586279459378,0.2066569791067077,0.3289363890972605,0.2688108599849884,0.2066569791067085,0.3289363890972613,0.26881085998498805
28.05.2020,16628,15286,668,187.71816535635745,172.56795018266055,7.541239743688163,0.19396313551801483,0.3171120993838362,0.7782239275375907,0.19396313551801492,0.31711209938383556,0.7782239275375913
29.05.2020,16655,15347,668,188.02297594479992,173.25659632691952,7.541239743688163,0.18929204149973775,0.32252325757570394,0.7330873895100575,0.189292041499737,0.32252325757570366,0.7330873895100557
30.05.2020,16685,15520,668,188.3616543764027,175.2096419491621,7.541239743688163,0.1715657298030325,0.45309381405389926,0.6430986381039833,0.1715657298030326,0.453093814053899,0.6430986381039839
31.05.2020,16731,15593,668,188.88096130486025,176.03375946606215,7.541239743688163,0.19621986361366822,0.4955872418999693,0.6207422777194539,0.1962198636136673,0.49558724189996733,0.6207422777194526
01.06.2020,16733,15596,668,188.90353986696712,176.06762730922244,7.541239743688163,0.1667643924902486,0.4272059017835361,0.5984208491480254,0.16676439249024785,0.42720590178353807,0.5984208491480237
02.06.2020,16759,15629,669,189.19706117435618,176.44017358398548,7.552529024741588,0.1734140946939279,0.4159106800712405,0.5752334374770504,0.17341409469392718,0.4159106800712409,0.5752334374770501
03.06.2020,16771,15672,670,189.33253254699727,176.92561266928277,7.563818305795015,0.15430725278710108,0.4119305634258389,0.5521527003945419,0.15430725278709964,0.4119305634258378,0.5521527003945448
04.06.2020,16805,15717,670,189.71636810281373,177.4336303166869,7.563818305795015,0.1514098853433341,0.3985389866823566,0.04273963284193944,0.15140988534333344,0.3985389866823569,0.04273963284194162
05.06.2020,16843,15742,672,190.1453607828439,177.71586234302254,7.586396867901865,0.16051652300751715,0.3642540542486778,0.0853835560828776,0.16051652300751798,0.3642540542486765,0.0853835560828786
06.06.2020,16898,15789,672,190.76627124078232,178.24645855253354,7.586396867901865,0.18143353215423166,0.2458695126602081,0.0853835560828776,0.1814335321542324,0.24586951266020954,0.0853835560828786
07.06.2020,16902,15793,672,190.811428364996,178.29161567674723,7.586396867901865,0.14542991884196038,0.18229426531933177,0.0853835560828776,0.14542991884196127,0.18229426531933163,0.0853835560828786
08.06.2020,16968,15839,672,191.55652091452208,178.8109226052048,7.586396867901865,0.19950598668062344,0.22115553405087487,0.0853835560828776,0.19950598668062283,0.22115553405087432,0.0853835560828786
09.06.2020,16979,15875,672,191.68070300610978,179.2173367231281,7.586396867901865,0.18656974811721833,0.22339758549705477,0.063997756253964,0.18656974811721946,0.22339758549705338,0.06399775625396475
10.06.2020,17005,15910,673,191.9742243134988,179.61246155999802,7.59768614895529,0.19821646523940722,0.21558942465619624,0.06390242664229871,0.19821646523940692,0.2155894246561971,0.06390242664229777
11.06.2020,17034,15949,674,192.30161346404816,180.0527435210816,7.608975430008715,0.19361748988206023,0.2095883611922602,0.08512934237144328,0.19361748988206123,0.20958836119226043,0.0851293423714409
12.06.2020,17064,15985,675,192.64029189565093,180.4591576390049,7.62026471106214,0.18647394329727782,0.2191106535276197,0.06368084091939871,0.18647394329727868,0.2191106535276192,0.06368084091939777
13.06.2020,17078,16012,677,192.79834183039887,180.7639682274474,7.6428432731689915,0.15154521716828592,0.2005883680181197,0.10600888324744104,0.15154521716828456,0.20058836801812005,0.1060088832474406
14.06.2020,17109,16059,677,193.14830954305506,181.2945644369584,7.6428432731689915,0.17409502344140854,0.23890204791160655,0.10600888324744104,0.17409502344140873,0.2389020479116088,0.1060088832474406
15.06.2020,17135,16066,678,193.44183085044412,181.37358940433236,7.654132554222417,0.1400208046014787,0.20351933093591118,0.12711038145381368,0.1400208046014785,0.20351933093591046,0.1271103814538135
16.06.2020,17189,16089,681,194.0514520273291,181.63324286856115,7.688000397382694,0.17578030886428625,0.19150110107784024,0.19032150661184147,0.17578030886428567,0.19150110107784077,0.19032150661184202
17.06.2020,17203,16099,687,194.20950196207704,181.7461356790954,7.755736083703246,0.16553989455555146,0.16888421907006027,0.2949283273136905,0.16553989455555182,0.16888421907005854,0.2949283273136906
18.06.2020,17223,16101,688,194.43528758314557,181.76871424120228,7.7670253647566705,0.15778571098912067,0.1356405450831363,0.29449575552299473,0.15778571098912123,0.13564054508313786,0.29449575552299484
19.06.2020,17271,16141,688,194.97717307371,182.2202854833393,7.7670253647566705,0.17243981664153238,0.13888515845152982,0.2733003337341011,0.17243981664153257,0.13888515845153254,0.273300333734101
20.06.2020,17323,16175,688,195.5642156884881,182.60412103915576,7.7670253647566705,0.20373105527968827,0.14484735142199173,0.2309722914060588,0.20373105527968932,0.1448473514219926,0.23097229140605816
21.06.2020,17341,16197,690,195.76742274744976,182.8524852223311,7.7896039268635215,0.19264362881398076,0.1223448531576904,0.2725005306087166,0.19264362881398095,0.12234485315768905,0.27250053060871643
22.06.2020,17380,16241,690,196.20770470853336,183.34921358868183,7.7896039268635215,0.20306273219527424,0.1549257074736309,0.25139903240234396,0.2030627321952753,0.15492570747363296,0.25139903240234357
23.06.2020,17408,16261,693,196.52380457802926,183.57499920975033,7.823471770023798,0.18105705746163506,0.15206651594988926,0.25029970848655214,0.18105705746163428,0.15206651594988993,0.2502997084865518
24.06.2020,17449,16282,693,196.9866651012197,183.81207411187225,7.823471770023798,0.20306798028224388,0.16163638483947476,0.12443438438334258,0.20306798028224468,0.16163638483947468,0.12443438438334241
25.06.2020,17477,16320,698,197.30276497071563,184.24106679190243,7.879918175290925,0.20938353121148662,0.19320258912174532,0.20671157208785407,0.20938353121148753,0.19320258912174454,0.20671157208785482
26.06.2020,17522,16348,698,197.81078261811976,184.55716666139833,7.879918175290925,0.20635269835247053,0.1822221395541784,0.20671157208785407,0.20635269835247008,0.18222213955417635,0.20671157208785482
27.06.2020,17580,16371,700,198.46556091921843,184.81682012562712,7.902496737397775,0.21062837001663892,0.17222875245229458,0.24764485084348237,0.2106283700166391,0.17222875245229327,0.24764485084348206
28.06.2020,17654,16401,702,199.3009677171719,185.15549855722986,7.925075299504627,0.25591762418974,0.17897711040675196,0.24693293817143677,0.2559176241897387,0.17897711040675077,0.24693293817143808
29.06.2020,17723,16420,703,200.07992810985826,185.36999489724496,7.936364580558052,0.2796241588136023,0.15671873182409693,0.26728295852145717,0.2796241588136017,0.15671873182409574,0.26728295852145706
30.06.2020,17766,16478,705,200.56536719515557,186.02477319834364,7.958943142664903,0.291269567779378,0.18958768103543192,0.24581330318452493,0.2912695677793799,0.18958768103543164,0.2458133031845246
01.07.2020,17873,16491,705,201.77332026787204,186.17153385203818,7.958943142664903,0.3436624405608783,0.18240906966825401,0.24581330318452493,0.3436624405608763,0.18240906966825587,0.2458133031845246
02.07.2020,17941,16514,705,202.540991379505,186.43118731626694,7.958943142664903,0.3750902264230635,0.1689924199681915,0.14274177154156473,0.3750902264230617,0.16899241996819073,0.1427417715415648
03.07.2020,18050,16558,705,203.77152301432835,186.92791568261768,7.958943142664903,0.4250996119076765,0.18254555831206,0.14274177154156473,0.4250996119076754,0.1825455583120616,0.1427417715415648
04.07.2020,18165,16607,705,205.06979033547228,187.4810904542355,7.958943142664903,0.46882913648929014,0.20472262508635533,0.1018084927859364,0.46882913648928926,0.2047226250863544,0.10180849278593761
05.07.2020,18280,16615,706,206.3680576566162,187.57140470266293,7.970232423718327,0.4991366687625912,0.18542570893719082,0.08125559077406783,0.49913666876259255,0.1854257089371935,0.08125559077406556
06.07.2020,18365,16647,706,207.32764654615735,187.93266169637252,7.970232423718327,0.5097284961834535,0.19639005981402288,0.06090557042404748,0.509728496183453,0.1963900598140222,0.06090557042404659
07.07.2020,18421,16686,706,207.95984628514918,188.37294365745612,7.970232423718327,0.518629249192741,0.1793970134133888,0.020263424518743668,0.5186292491927393,0.1793970134133887,0.02026342451874231
08.07.2020,18513,16721,706,208.9984601420643,188.768068494326,7.970232423718327,0.5039372480273265,0.19809181522786257,0.020263424518743668,0.5039372480273265,0.19809181522786115,0.02026342451874231
09.07.2020,18615,16758,706,210.1499668095137,189.18577189330276,7.970232423718327,0.528294681986852,0.2097787606155461,0.020263424518743668,0.5282946819868518,0.20977876061554745,0.02026342451874231
10.07.2020,18709,16808,706,211.21115922853568,189.750235945974,7.970232423718327,0.5136407036231025,0.21433938406712258,0.020263424518743668,0.513640703623102,0.21433938406712022,0.02026342451874231
11.07.2020,18783,16864,706,212.04656602648916,190.38243568496586,7.970232423718327,0.47912819630542597,0.21966012958779357,0.020263424518743668,0.4791281963054253,0.21966012958779588,0.02026342451874231
12.07.2020,18897,16952,708,213.33354406657963,191.37589241766727,7.992810985825179,0.47539193856943657,0.2873242973708043,0.04046944556859571,0.4753919385694342,0.2873242973708031,0.04046944556859778
13.07.2020,18948,17000,708,213.90929740030435,191.9177779082317,7.992810985825179,0.4475198027848225,0.30026078016138086,0.04046944556859571,0.4475198027848223,0.3002607801613819,0.04046944556859778
14.07.2020,19021,17073,709,214.73341491720439,192.74189542513176,8.004100266878604,0.4589965290306898,0.3281372542327177,0.06064700811903962,0.4589965290306876,0.32813725423271867,0.060647008119040335
15.07.2020,19154,17175,710,216.23488929731002,193.89340209258114,8.01538954793203,0.48753898211620544,0.38351980616492304,0.08079611148393988,0.48753898211620905,0.38351980616492387,0.08079611148394084
16.07.2020,19270,17244,711,217.5444458995073,194.67236248526748,8.026678828985455,0.49534661614955067,0.40930096234064367,0.10091683583001634,0.4953466161495492,0.4093009623406426,0.10091683583001752
17.07.2020,19439,17335,711,219.45233439753625,195.69968706112923,8.026678828985455,0.5484954428404805,0.4420659375654069,0.10091683583001634,0.5484954428404826,0.44206593756541024,0.10091683583001752
18.07.2020,19573,17501,711,220.96509805869525,197.5737077159978,8.026678828985455,0.5904674869600688,0.5312695878543535,0.10091683583001634,0.5904674869600705,0.5312695878543522,0.10091683583001752
19.07.2020,19655,17599,711,221.8908191050761,198.6800572592335,8.026678828985455,0.563612153285946,0.5367190692757692,0.06044739026142064,0.5636121532859474,0.5367190692757694,0.06044739026141975
20.07.2020,19743,17659,711,222.88427583777755,199.35741412243902,8.026678828985455,0.5890177414364696,0.5449727880547305,0.06044739026142064,0.5890177414364702,0.5449727880547298,0.06044739026141975
21.07.2020,19827,17716,710,223.83257544626528,200.00090314248428,8.01538954793203,0.5947609298083877,0.5297399051626303,0.02017740255526043,0.5947609298083896,0.5297399051626295,0.02017740255526066
22.07.2020,19929,17849,711,224.9840821137147,201.50237752258985,8.026678828985455,0.5683641901604629,0.5516397986170323,0.020149023536436626,0.5683641901604622,0.5516397986170319,0.020149023536436855
23.07.2020,20099,17943,711,226.903259892797,202.56356994161183,8.026678828985455,0.6037085651215034,0.5694817161908345,2.829919036016561e-05,0.6037085651215056,0.5694817161908342,2.8299190360161646e-05
24.07.2020,20214,18042,711,228.20152721394092,203.68120876590098,8.026678828985455,0.5601595468032492,0.5729142037440538,2.829919036016561e-05,0.5601595468032488,0.5729142037440536,2.8299190360161646e-05
25.07.2020,20338,18124,712,229.60139806456567,204.60692981228183,8.03796811003888,0.5493167412500275,0.5010420375038669,0.02012072434607646,0.5493167412500274,0.5010420375038669,0.02012072434607669
26.07.2020,20472,18209,712,231.11416172572467,205.566518701823,8.03796811003888,0.5835911289886765,0.48804537904673717,0.02012072434607646,0.5835911289886777,0.48804537904673634,0.02012072434607669
27.07.2020,20558,18246,713,232.08503989631924,205.9842221007997,8.049257391092306,0.5796429497658371,0.4683693447330532,0.04018492980354035,0.579642949765837,0.4683693447330519,0.04018492980354081
28.07.2020,20677,18379,713,233.42846434167686,207.4856964809053,8.049257391092306,0.6015547824052919,0.5263901023936073,0.060277354959256645,0.6015547824052915,0.5263901023936057,0.060277354959257345
29.07.2020,20850,18528,716,235.38150996391946,209.1677993578657,8.083125234252583,0.6475874170540779,0.5349578271309233,0.10026482536373117,0.6475874170540763,0.534957827130924,0.10026482536373235
30.07.2020,20955,18628,718,236.5668844745291,210.2967274632082,8.105703796359432,0.597668684484597,0.536826900499191,0.14016905521209508,0.5976686844845952,0.5368269004991902,0.1401690552120936
31.07.2020,21130,18758,718,238.54250865887857,211.76433400015353,8.105703796359432,0.6352337006026261,0.5577021817069465,0.14016905521209508,0.6352337006026259,0.5577021817069443,0.1401690552120936
01.08.2020,21212,18911,718,239.46822970525943,213.49159400132763,8.105703796359432,0.603039071511964,0.609296027623972,0.1200766300563788,0.6030390715119619,0.6092960276239726,0.12007663005637706
02.08.2020,21304,18984,718,240.5068435621746,214.31571151822766,8.105703796359432,0.5708750123137023,0.5974427885718808,0.1200766300563788,0.570875012313702,0.5974427885718804,0.12007663005637706
03.08.2020,21385,19063,718,241.42127532750203,215.20756472144828,8.105703796359432,0.5651784863230057,0.6278633150921257,0.1000124245989149,0.5651784863230047,0.6278633150921272,0.10001242459891294
04.08.2020,21481,19336,719,242.50504630863085,218.2895384490334,8.11699307741286,0.5466160158437845,0.7283157002843419,0.1199089626013025,0.5466160158437834,0.7283157002843416,0.1199089626013039
05.08.2020,21566,19464,719,243.46463519817203,219.73456642387185,8.11699307741286,0.4836188857439571,0.7070685267326242,0.05980076785075151,0.4836188857439569,0.7070685267326231,0.0598007678507522
06.08.2020,21696,19596,719,244.93224173511734,221.224751522924,8.11699307741286,0.4977908261026677,0.7268473025887818,0.019896538002387585,0.4977908261026691,0.7268473025887828,0.01989653800239095
07.08.2020,21837,19690,720,246.52403036365033,222.28594394194602,8.128282358466283,0.47132889726895283,0.6956780975429572,0.03976540349016823,0.47132889726895266,0.6956780975429588,0.03976540349016871
08.08.2020,21919,19812,721,247.4497514100312,223.66323623046392,8.139571639519708,0.469533986947176,0.6676712220204444,0.05960667333143808,0.4695339869471776,0.6676712220204454,0.05960667333143878
09.08.2020,22033,19923,721,248.73672945012171,224.9163464273941,8.139571639519708,0.4818739806107573,0.6925637628610836,0.05960667333143808,0.4818739806107578,0.6925637628610836,0.05960667333143878
10.08.2020,22106,20010,723,249.56084696702175,225.89851387904213,8.16215020162656,0.4748898250208397,0.6954982364920942,0.09923417481746939,0.4748898250208402,0.6954982364920942,0.09923417481747056
11.08.2020,22245,20123,723,251.1300570334479,227.17420263807918,8.16215020162656,0.5005863642854678,0.571587387456214,0.0793376368150818,0.5005863642854712,0.5715873874562146,0.07933763681507962
12.08.2020,22439,20268,724,253.3201775578124,228.81114839082588,8.173439482679985,0.5686445881396384,0.5799575082345277,0.09909657773584844,0.5686445881396383,0.5799575082345284,0.09909657773584647
13.08.2020,22594,20346,725,255.07001612109335,229.69171231299305,8.18472876373341,0.581210433222486,0.5380529382272493,0.11882822730175215,0.5812104332224859,0.5380529382272489,0.1188282273017504
14.08.2020,22876,20499,725,258.25359337815934,231.41897231416715,8.18472876373341,0.6666718030949123,0.5769530568925617,0.0989593618139715,0.6666718030949138,0.5769530568925612,0.09895936181397266
15.08.2020,23179,20627,728,261.6742455373472,232.86400028900562,8.218596606893687,0.8022464894459987,0.5776411774099367,0.1382313924653125,0.8022464894459977,0.5776411774099366,0.1382313924653141
16.08.2020,23370,20681,728,263.83049821855144,233.47362146589057,8.218596606893687,0.8456643500287093,0.5350020760816089,0.1382313924653125,0.8456643500287075,0.5350020760816102,0.1382313924653141
17.08.2020,23534,20765,729,265.6819403113132,234.4219210743783,8.22988588794711,0.8985833765925317,0.5306433177540051,0.1182271248882294,0.898583376592532,0.5306433177540052,0.1182271248882277
18.08.2020,23829,20870,729,269.0122782220737,235.60729558498795,8.22988588794711,0.9878286626245077,0.5222063061679539,0.1182271248882294,0.987828662624505,0.5222063061679542,0.1182271248882277
19.08.2020,24084,20958,729,271.8910448906972,236.6007523176894,8.22988588794711,1.0161170264515957,0.4795047888001288,0.09846818396746274,1.0161170264515957,0.47950478880012876,0.09846818396746082
20.08.2020,24431,21093,729,275.80842541623576,238.12480525990182,8.22988588794711,1.1232640187313154,0.5165479789854317,0.07873653440155903,1.1232640187313137,0.5165479789854319,0.07873653440155688
21.08.2020,24762,21260,730,279.5451774449196,240.01011519582386,8.241175169000538,1.1385093186300101,0.5222253062588535,0.09833285029417123,1.1385093186300086,0.5222253062588526,0.09833285029417237
22.08.2020,25062,21406,732,282.9319617609472,241.65835022962398,8.263753731107387,1.1223666816169102,0.531127442024714,0.07835849305009268,1.1223666816169107,0.5311274420247127,0.0783584930500905
23.08.2020,25253,21558,732,285.08821444215147,243.37432094974463,8.263753731107387,1.1135221421113823,0.5951686548491075,0.07835849305009268,1.113522142111383,0.5951686548491066,0.0783584930500905
24.08.2020,25495,21657,733,287.82022045708044,244.49195977403375,8.275043012160813,1.150171798962495,0.6027481346912527,0.07825126226370498,1.1501717989624967,0.602748134691252,0.0782512622637059
25.08.2020,25706,21888,733,290.2022587593532,247.09978369737502,8.275043012160813,1.089330040546341,0.682886872838676,0.07825126226370498,1.0893300405463429,0.6828868728386771,0.0782512622637059
26.08.2020,26033,22145,733,293.8938536638233,250.00112892810535,8.275043012160813,1.1181803148257619,0.790387083495489,0.07825126226370498,1.1181803148257625,0.7903870834954895,0.0782512622637059
27.08.2020,26361,22317,733,297.59673784934677,251.94288526929452,8.275043012160813,1.0923444207472663,0.8093233114100065,0.07825126226370498,1.0923444207472661,0.8093233114100077,0.0782512622637059
28.08.2020,26590,22594,733,300.1819832105812,255.07001612109335,8.275043012160813,1.022897490959037,0.8735339401459246,0.058654946371092795,1.022897490959037,0.8735339401459251,0.05865494637109039
29.08.2020,26985,22866,733,304.64124922668424,258.14070056762506,8.275043012160813,1.0620385010612359,0.9474087655598618,0.0195160031225605,1.0620385010612352,0.9474087655598622,0.019516003122560726
30.08.2020,27166,23070,733,306.6846090973542,260.4437139025238,8.275043012160813,1.0489860779315519,0.9734191947872457,0.0195160031225605,1.0489860779315503,0.9734191947872459,0.019516003122560726
31.08.2020,27438,23226,733,309.75529354388595,262.20484174685816,8.275043012160813,1.0551217322933901,1.004415850151395,0.0,1.0551217322933888,1.0044158501513938,0.0
01.09.2020,27642,23565,734,312.0583068787848,266.03190802396944,8.28633229321424,1.0431047560491546,1.0605503420272853,0.019489378288832588,1.0431047560491558,1.060550342027287,0.01948937828883588
02.09.2020,27969,23820,734,315.7499017832548,268.91067469259286,8.28633229321424,1.0303770217716477,1.0474009058705875,0.019489378288832588,1.0303770217716461,1.0474009058705867,0.01948937828883588
03.09.2020,28372,24171,735,320.29948204778526,272.8732123423452,8.297621574267664,1.0562258314236401,1.1469512784639277,0.03895220429116813,1.0562258314236412,1.1469512784639277,0.038952204291168586
04.09.2020,28729,24513,735,324.3297553838581,276.7341464626167,8.297621574267664,1.111879439085183,1.171767342594112,0.03895220429116813,1.111879439085182,1.1717673425941137,0.038952204291168586
05.09.2020,29087,24828,735,328.37131800098445,280.2902699944457,8.297621574267664,1.0776804010484773,1.183363485460307,0.03895220429116813,1.0776804010484786,1.1833634854603068,0.038952204291168586
06.09.2020,29271,25043,736,330.44854571481466,282.7174654209321,8.30891085532109,1.0722292579394064,1.1796211282288573,0.05838855025812633,1.0722292579394062,1.1796211282288567,0.058388550258127024
