source,confirmed_total,recovered_total,deaths_total,confirmed_by_population,recovered_by_population,deaths_by_population,confirmed_total_grow_percent,recovered_total_grow_percent,deaths_total_grow_percent,confirmed_by_population_grow_percent,recovered_by_population_grow_percent,deaths_by_population_grow_percent
07.09.2020,29561,25300,746,333.72243722030805,285.61881065166244,8.421803665855345,1.0707278472639012,1.2296257018224286,0.2524879291401139,1.0707278472639006,1.2296257018224297,0.25248792914011686
08.09.2020,30081,25629,747,339.5928633680893,289.33298411823944,8.433092946908769,1.2158107090378116,1.2068862856333928,0.25214830190451765,1.215810709037811,1.2068862856333922,0.2521483019045145
09.09.2020,30583,25764,747,345.2600824569088,290.85703706045183,8.433092946908769,1.28521714918443,1.1275482485956134,0.25214830190451765,1.2852171491844293,1.1275482485956136,0.2521483019045145
10.09.2020,31247,26043,748,352.7561650763833,294.00674647435756,8.444382227962194,1.3895399855426045,1.0717417834123482,0.2518095914118398,1.3895399855426056,1.071741783412349,0.25180959141183973
11.09.2020,31827,26257,750,359.30394808737,296.42265261979054,8.466960790069045,1.4749536111232509,0.986998815385168,0.2900066884324662,1.4749536111232497,0.9869988153851654,0.2900066884324666
12.09.2020,32696,26579,754,369.11433332279665,300.05780111899355,8.512117914282747,1.686990545962192,0.9786141312410299,0.36619716462294244,1.6869905459621903,0.9786141312410302,0.3661971646229437
13.09.2020,33159,26760,756,374.34127045053265,302.1011609896635,8.534696476389598,1.7989177398608427,0.9521899828017342,0.3846539599974014,1.7989177398608451,0.9521899828017348,0.38465395999740293
14.09.2020,33541,27010,757,378.65377581294115,304.9234812530199,8.545985757443024,1.8219582257894262,0.9390464568455376,0.20945102858328982,1.8219582257894271,0.939046456845538,0.20945102858328932
15.09.2020,34305,27354,757,387.2787865377581,308.8069939353982,8.545985757443024,1.896063196099909,0.9352189014992209,0.1903012775300535,1.8960631960999061,0.9352189014992202,0.1903012775300558
16.09.2020,35073,27655,758,395.94895438678884,312.20506753247923,8.557275038496448,1.9774793688521588,1.0171675397160003,0.20917276271593765,1.9774793688521608,1.0171675397159994,0.20917276271593715
17.09.2020,35853,28044,758,404.7545936084606,316.5965978622618,8.557275038496448,1.9850210988515118,1.0634119493217815,0.19004864720627995,1.9850210988515096,1.0634119493217817,0.19004864720627923
18.09.2020,36661,28451,763,413.87633269962834,321.19133525100585,8.613721443763575,2.041802333506318,1.1533509351297353,0.24608449402281904,2.0418023335063182,1.1533509351297353,0.24608449402281898
19.09.2020,37474,28961,765,423.0545181960632,326.9488685882528,8.636300005870426,1.968549376297217,1.234238932156103,0.2073401889613449,1.9685493762972182,1.2342389321561023,0.2073401889613444
20.09.2020,38095,29229,766,430.06516173024033,329.9743959105708,8.647589286923852,2.0029884613985742,1.2691523122005357,0.18812118394112284,2.002988461398572,1.2691523122005357,0.1881211839411221
21.09.2020,38658,29516,767,436.42102696331887,333.2144195729039,8.658878567977277,2.049539767905626,1.2759625038899254,0.1878744940263986,2.049539767905625,1.2759625038899263,0.1878744940263979
22.09.2020,39303,30312,771,443.7026132427782,342.20068729143054,8.70403569219098,1.96249236347271,1.4792825069006466,0.26237626344342224,1.9624923634727107,1.4792825069006468,0.26237626344342235
23.09.2020,39984,30949,777,451.39061364016095,349.3919593224625,8.77177137851153,1.8901997138373094,1.6222954284209086,0.35467765207632634,1.8901997138373094,1.6222954284209106,0.3546776520763276
24.09.2020,40816,31661,783,460.7832954766108,357.4299274325014,8.839507064832084,1.8697567699894377,1.7500013906920486,0.4649920481050081,1.8697567699894377,1.7500013906920482,0.4649920481050106
25.09.2020,41500,32301,786,468.50516371715383,364.65506730669364,8.87337490799236,1.7872091372490195,1.8314476092150633,0.42549364176100074,1.7872091372490202,1.8314476092150644,0.4254936417610028
26.09.2020,42214,33154,787,476.5657103892995,374.2848240452655,8.884664189045784,1.7161900626847968,1.952623251081551,0.4062226796469024,1.7161900626847948,1.9526232510815515,0.40622267964690134
27.09.2020,42876,33589,787,484.0392144466672,379.1956613035055,8.884664189045784,1.703483086480792,2.0078627462142076,0.38754854332570726,1.7034830864807937,2.007862746214207,0.387548543325706
28.09.2020,43432,34052,790,490.31605471237174,384.4225984312415,8.91853203220606,1.6776085894727142,2.0645093069607325,0.4233551299366506,1.6776085894727155,2.0645093069607325,0.42335512993664975
29.09.2020,44041,34916,796,497.19122687390774,394.17653726140105,8.986267718526612,1.6395678058818162,2.0417169512207063,0.4573524563604949,1.6395678058818162,2.0417169512207063,0.4573524563604917
30.09.2020,44813,35644,799,505.9065518471522,402.39513386829475,9.020135561686889,1.6424563627837876,2.0393635293778494,0.4000202142717857,1.6424563627837874,2.039363529377849,0.4000202142717847
01.10.2020,45686,36476,802,515.7620942067925,411.7878157047446,9.054003404847165,1.6234939464704912,2.044168487813993,0.3433442949103666,1.6234939464704927,2.0441684878139905,0.34334429491036494
02.10.2020,46374,37186,803,523.5291195715492,419.80320525267666,9.065292685900591,1.5992251448692179,2.0334643452251364,0.3064223687460292,1.5992251448692194,2.0334643452251355,0.30642236874602713
03.10.2020,47432,38045,809,535.4731789260733,429.5006976775691,9.133028372221144,1.679363557047031,1.9862106349699968,0.3949897322271227,1.6793635570470329,1.986210634969998,0.39498973222712447
04.10.2020,48146,38629,813,543.533725598219,436.0936378127695,9.178185496434844,1.6703796635852242,2.0180628401923157,0.46562367183510434,1.670379663585224,2.0180628401923153,0.4656236718351042
05.10.2020,48896,39058,818,552.000686388288,440.936739384689,9.234631901701972,1.7076652421730192,1.9797967173855742,0.49902534910836643,1.707665242173018,1.9797967173855742,0.49902534910836666
06.10.2020,49819,39790,822,562.4206928005997,449.2004931157964,9.279789025915672,1.777020676688178,1.8850595745381586,0.4603830468406734,1.7770206766881784,1.885059574538158,0.4603830468406733
07.10.2020,50848,40499,830,574.0373630045743,457.20459338267506,9.370103274343077,1.82167281491955,1.8417525356450304,0.5455761307866459,1.8216728149195476,1.8417525356450313,0.5455761307866468
08.10.2020,52057,41289,838,587.6861037981657,466.12312541488103,9.46041752277048,1.8830412748334207,1.7869627864080877,0.6296312857889186,1.8830412748334209,1.7869627864080877,0.6296312857889204
09.10.2020,53188,42039,842,600.4542806695898,474.5900862049501,9.505574646984183,1.9782822292052882,1.7683883683208763,0.6800082414563474,1.978282229205287,1.7683883683208774,0.6800082414563499
10.10.2020,54423,42829,852,614.3965427705702,483.5086182371562,9.618467457518435,1.9840681587933828,1.7068452625243011,0.7429297341113511,1.9840681587933842,1.7068452625243016,0.742929734111349
11.10.2020,55319,43448,851,624.5117385944393,490.4966832092265,9.607178176465009,2.004218141949601,1.694024989495378,0.6555285242149724,2.0042181419495995,1.6940249894953792,0.6555285242149721
12.10.2020,56298,44065,855,635.5639447457429,497.46216961919,9.652335300678711,2.0345001028165806,1.738242672322441,0.6348183960124649,2.034500102816583,1.7382426723224413,0.6348183960124644
13.10.2020,57326,44949,861,647.1693256686641,507.441894070418,9.720070986999264,2.0256883024323233,1.7570985882467025,0.6652122290057061,2.0256883024323233,1.7570985882467025,0.6652122290057084
14.10.2020,58672,45846,872,662.3646979665747,517.5683791753406,9.844253078586943,2.0660451187349076,1.7876329125758694,0.7086905425315794,2.0660451187349094,1.787632912575869,0.7086905425315796
15.10.2020,60224,46798,877,679.8856621614908,528.3157747382015,9.90069948385407,2.104265037779315,1.8056117106847938,0.6529104102067359,2.1042650377793133,1.805611710684794,0.6529104102067331
16.10.2020,61387,47618,882,693.0150960266246,537.5729852020104,9.957145889121197,2.069765799002447,1.7964327391632762,0.6661673328667822,2.0697657990024476,1.7964327391632762,0.6661673328667795
17.10.2020,63134,48771,889,712.7374700269588,550.5895262566098,10.036170856495174,2.1446125276670274,1.8738821487521358,0.6098819525230376,2.1446125276670265,1.873882148752133,0.6098819525230369
18.10.2020,64806,49561,893,731.613147948286,559.508058288816,10.081327980708876,2.2877514613538037,1.89881538474032,0.6909269023872019,2.2877514613538046,1.8988153847403209,0.6909269023872022
19.10.2020,65927,50359,904,744.268432009176,568.5169045694494,10.205510072296555,2.282043257505524,1.925965187793434,0.7997508536572313,2.282043257505523,1.9259651877934332,0.7997508536572305
20.10.2020,67451,51407,914,761.4732963345962,580.3480711134392,10.31840288283081,2.3514218804269116,1.9366695723090142,0.8575280399858848,2.351421880426911,1.9366695723090144,0.8575280399858848
21.10.2020,69409,52617,925,783.5777086372032,594.0081011880839,10.442584974418489,2.4306894879130403,1.9878367214199812,0.8469447385113748,2.4306894879130416,1.9878367214199784,0.846944738511375
22.10.2020,71844,53970,941,811.0671080022939,609.2824984533685,10.623213471273294,2.5539718463450725,2.0585360422642425,1.0121354862709298,2.5539718463450733,2.058536042264243,1.0121354862709295
23.10.2020,74415,55195,954,840.0918495906507,623.1118677438146,10.769974124967826,2.7893237226169476,2.1324743100010743,1.1280474298923022,2.7893237226169467,2.1324743100010752,1.1280474298923033
24.10.2020,78029,56791,965,880.89131131773,641.1295603050816,10.894156216555505,3.0765620538036407,2.199647595042261,1.179388721125777,3.0765620538036393,2.1996475950422627,1.1793887211257787
25.10.2020,80811,57858,979,912.2980912083596,653.1752231890864,11.05220615130346,3.2075628829868674,2.2366481340278033,1.3223649275603722,3.207562882986869,2.236648134027802,1.3223649275603733
26.10.2020,83267,59036,992,940.0245654755723,666.4739962700215,11.19896680499799,3.3946217547423365,2.2974884506825206,1.3360910255624243,3.3946217547423383,2.297488450682521,1.3360910255624259
27.10.2020,86102,60308,1005,972.0296772620333,680.8339617699786,11.34572745869252,3.5507735286990405,2.30799695325076,1.3652751942341752,3.5507735286990423,2.307996953250758,1.3652751942341748
28.10.2020,89496,61684,1027,1010.345497157359,696.368012499492,11.594091641867879,3.699200447728427,2.297690661920125,1.5060685702736403,3.699200447728426,2.2976906619201274,1.5060685702736392
29.10.2020,93949,63366,1056,1060.6166656882624,715.3565832313535,11.921480792417215,3.9088362747247705,2.3198890668001644,1.6623583974495433,3.9088362747247727,2.319889066800165,1.6623583974495446
30.10.2020,99576,64987,1082,1124.141450175887,733.656507818956,12.215002099806275,4.253240968042284,2.3610854536659747,1.8167315659034766,4.2532409680422845,2.3610854536659738,1.816731565903476
31.10.2020,104925,67226,1109,1184.5278145306595,758.9332080975755,12.519812688248763,4.32684505270158,2.440190908015153,2.008494293850071,4.326845052701581,2.440190908015152,2.008494293850073
01.11.2020,109881,69336,1130,1240.4774914314357,782.7535911203031,12.756887590370695,4.492278302319187,2.62016915950165,2.071754384395164,4.492278302319187,2.6201691595016503,2.0717543843951645
02.11.2020,114016,71691,1159,1287.1586685873497,809.3398480011199,13.08427674092003,4.595702839015373,2.814524125379904,2.248680967804794,4.595702839015372,2.814524125379904,2.2486809678047925
03.11.2020,118198,74292,1192,1334.3704419527746,838.7032680210793,13.456823015683069,4.633302283228498,3.025017403606224,2.4682235776344976,4.633302283228497,3.0250174036062245,2.4682235776344976
04.11.2020,125099,77036,1227,1412.2777705024635,869.6810552316787,13.851947852552959,4.9042554031181345,3.2267192053119764,2.5749645611159395,4.904255403118136,3.2267192053119773,2.5749645611159417
05.11.2020,132515,80604,1268,1495.999078794666,909.9612100303003,14.314808375743398,5.040321627609584,3.498833447404653,2.6489252429191517,5.040321627609582,3.498833447404651,2.648925242919152
06.11.2020,138979,83707,1340,1568.9729915240077,944.9918491390795,15.12763661159003,4.881538564040043,3.6833378279715183,3.1083698466855223,4.881538564040041,3.6833378279715197,3.108369846685524
07.11.2020,147220,88273,1377,1662.0079566852867,996.5387064290197,15.545340010566768,4.961238063557592,3.9704001845591326,3.1463434326768756,4.961238063557593,3.9704001845591317,3.146343432676875
08.11.2020,153153,91719,1411,1728.9872611752594,1035.4415689391237,15.92917556638323,4.862187957305046,4.079704735435258,3.228563142188439,4.8621879573050455,4.079704735435258,3.228563142188439
09.11.2020,158746,94627,1454,1792.1282101070676,1068.2707982424847,16.414614651680523,4.846293912415997,4.04742610085085,3.297293481109379,4.846293912415997,4.04742610085085,3.2972934811093815
10.11.2020,164866,98663,1499,1861.218610154031,1113.8343365741096,16.922632299084665,4.873052339665626,4.138439954826085,3.3326689742088265,4.873052339665627,4.138439954826085,3.332668974208827
11.11.2020,172380,103759,1564,1946.0462679894695,1171.3645128223654,17.656435567557317,4.690071266076903,4.3486575527497475,3.5326664797366414,4.6900712660769015,4.3486575527497475,3.5326664797366414
12.11.2020,181642,107875,1608,2050.6075891062956,1217.8311936382645,18.153163933908033,4.610772433174454,4.253698122798857,3.457211614044218,4.610772433174455,4.25369812279886,3.457211614044219
13.11.2020,191228,112728,1661,2158.8266372844314,1272.6180745905378,18.75149582973958,4.667840357086379,4.346418193860422,3.1168953943316047,4.667840357086382,4.346418193860421,3.116895394331603
14.11.2020,198291,119415,1746,2238.5628293647746,1348.1094969947933,19.711084719280738,4.348386634227333,4.414594896230362,3.4534961268006774,4.348386634227331,4.414594896230361,3.4534961268006765
15.11.2020,203956,125674,1829,2302.5166065324293,1418.7691071081829,20.648095046715046,4.180799380091584,4.6056787022533054,3.779865697156502,4.180799380091581,4.605678702253302,3.779865697156503
16.11.2020,208613,129671,1887,2355.090788398232,1463.892363478724,21.30287334781372,3.9852896614494253,4.607092626487405,3.797529656032193,3.9852896614494253,4.607092626487403,3.7975296560321934
