country,Albania,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Ireland,Italy,Kazakhstan,Kosovo,Latvia,Lithuania,Luxembourg,Malta,Moldova,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russia,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
01.02.2020,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.000000000000014,0,59.999999999999986,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0
02.02.2020,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,25.00000000000001,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
03.02.2020,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,20.00000000000001,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
04.02.2020,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
05.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
06.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
07.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,8.33333333333332,0,0,0,49.999999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,49.99999999999999
08.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,83.33333333333334,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
09.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,7.69230769230769,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,100.0,0.0,0,0,0,0.0
10.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,166.66666666666669
11.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,14.285714285714283,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
12.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,12.499999999999995
13.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
14.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
15.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,9.090909090909086,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
16.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
17.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
18.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
19.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
20.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
21.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,566.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
22.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
23.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,149.99999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0
24.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,47.74193548387098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,44.44444444444445
25.02.2020,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,16.666666666666657,0,6.249999999999998,0,0,0,40.61135371179038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,200.00000000000006,0.0,0,0,0,0.0
26.02.2020,0,0,0.0,0,0,0.0,0,0,199.99999999999997,0,0,0,100.0,28.571428571428577,0,58.82352941176471,0,0,0,40.68322981366458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,116.66666666666667,100.0,0.0,0,0,0.0
27.02.2020,0,0,50.0,0,0,0.0,0,0,0.0,0,0,0,0.0,111.11111111111111,0.0,70.37037037037037,200.00000000000006,0,0,44.5916114790287,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,15.384615384615365,250.0,700.0,0,0,15.384615384615378
28.02.2020,0,0,0.0,0,0,0.0,0,0,66.66666666666667,0,0.0,0.0,0.0,50.000000000000036,0.0,4.347826086956533,33.33333333333333,0,0,35.572519083969475,0,0,0,0,0,0,0,0,0.0,0.0,500.0000000000001,0,0,200.00000000000006,0.0,0,0,0,113.33333333333336,0.0,0.0,0,0,33.33333333333333
29.02.2020,0,0,199.99999999999994,0,0.0,0.0,0,0,19.999999999999996,0,200.00000000000006,0.0,49.999999999999986,75.43859649122805,0.0,64.58333333333331,0.0,0,0,27.02702702702701,0,0,0,0.0,0,0,0,0,500.0,0.0,149.99999999999997,0,0,0.0,0.0,0,0,0,40.62500000000001,71.42857142857146,125.00000000000003,0,0,15.0
01.03.2020,0,0,55.55555555555556,0,0.0,100.0,0,0,16.666666666666664,0,33.333333333333314,0.0,100.0,29.999999999999993,200.0,64.55696202531647,75.00000000000003,0,0.0,50.177304964539026,0,0,0,0.0,0.0,0,0,0,66.66666666666669,0.0,26.66666666666666,0,0,0.0,0.0,0,0,0,86.66666666666666,16.66666666666665,49.99999999999998,0,0,56.52173913043479
02.03.2020,0,0.0,28.571428571428577,0.0,0.0,300.0,0,0,0.0,0.0,0.0,0.0,0.0,46.92307692307692,0.0,22.307692307692314,0.0,0,0.0,20.18890200708382,0,0,0,0.0,0.0,0,0,0,79.99999999999997,0.0,31.578947368421055,0,0,0.0,49.999999999999986,0,0,0,42.857142857142854,7.142857142857154,55.55555555555557,0,0,11.111111111111107
03.03.2020,0,0.0,16.66666666666667,0.0,0.0,62.5,0,0,28.57142857142858,66.66666666666667,50.00000000000002,100.0,0.0,6.806282722513081,0.0,23.27044025157233,0.0,0,100.0,22.888015717092326,0,0,0.0,0.0,0.0,0,0,0,33.33333333333334,0.0,28.000000000000004,0,0.0,0.0,0.0,0,0,0,37.500000000000014,40.0,33.33333333333333,0,0,27.500000000000014
04.03.2020,0,0.0,38.0952380952381,0.0,499.9999999999999,76.92307692307692,0,0,11.111111111111107,60.00000000000001,83.33333333333331,0.0,0.0,41.1764705882353,0.0,33.673469387755084,28.571428571428566,0,199.99999999999994,23.461231015187852,0,0,0.0,0.0,0.0,0,0,0,58.33333333333333,0.0,74.99999999999999,0,150.0,33.33333333333333,0.0,0,0,0,34.54545454545454,66.66666666666666,60.71428571428572,0,0.0,68.62745098039214
